#a,e,i,H,diameter,BV,UB
2.679932678508179,.05893494825914017,4.555081875249745,11.10,36.70,,
3.110208314718345,.1934754839597704,16.69396660023748,10.4,35,,
3.075092919967218,.1402734888505442,13.89990722298567,9.90,57.27,,
3.234485094462148,.09233474218920736,20.68111027616403,9.80,73.64,,
3.092871609902234,.04275724963140233,8.933533097964013,9.79,31.60,.900,.455
2.578665177713913,.1427639484687233,4.253786027428546,10.90,15.20,,
2.358884631895257,.1588492618639574,.2642122409371228,12.9,,,
2.982117044317331,.06607920398042941,7.901020985565554,10.2,,,
2.240775573094978,.1925300756725862,5.664897955844098,11.86,,.913,.541
2.731710245621149,.1812848960570388,15.80437794936959,9.75,70.16,.709,.309
3.097759064732297,.1321463516331552,15.07650065820733,12.00,50.69,,
2.626169851646698,.17596933664516,12.51410938510469,12.0,,,
3.220508655727304,.09640367994194296,23.43937106656288,9.90,67.21,,
2.235585304324103,.143673004591641,4.695790405243655,11.97,,.900,.540
2.615247995154208,.09495269973755598,8.335500328865585,12.4,,,
2.9220940415616,.1368554622904854,10.85091059143104,10.30,45.47,,
2.198533343134091,.2074736057306412,5.272590962443296,12.0,,,
2.230330597004,.1780321327319871,5.427226999056904,11.7,,,
2.894235046760299,.2469772759870073,3.518594144512726,10.96,40.47,,
2.196138093992058,.1876452752725035,3.691407199581498,11.98,,.880,.500
2.642652235842851,.1869124799299465,10.09240377998895,10.7,,,
2.239200311124498,.2012853453486787,5.918548415978377,12.7,,,
3.130142711393879,.2094681359729029,2.498563439807576,12.09,,.676,.337
3.005975556003096,.06670916113595476,5.602423800356659,9.85,55.10,.720,
2.313860564039584,.04047161682923774,5.974959639946096,11.38,17.75,.850,.360
2.544434510728055,.1759827557998814,9.501695721406499,10.50,18.66,,
2.401888289834692,.2096444450701256,4.823997058730924,12.5,,,
2.872762197199949,.1887564117137538,10.55857401551427,10.99,,,
2.907141037201748,.09516741650069731,5.48421569000716,11.2,,.850,.420
3.126664107747955,.1099389526390104,13.57147074690026,9.30,39.50,,
3.230100500191357,.07939568965044329,16.9668193201328,10.60,36.39,,
2.800797142280699,.109972694369217,5.372471715600793,10.10,50.29,,
3.161958262711865,.2424646542347124,8.027988290848716,10.50,45.05,,
3.177820652333819,.1942806859421061,1.60685488098228,11.90,35.73,,
3.152916456134623,.1759378127447251,.8018912880801873,10.00,47.82,,
3.012520245995158,.1139454756959382,11.52280516127901,10.15,35.52,.765,.370
2.473449937755841,.1452930378632148,3.319549203363865,12.30,22.63,.629,.250
2.391493500944813,.1984508230586029,5.401435989483281,12.2,,,
2.269927767149893,.1378045050314913,7.371535608782303,11.80,,.889,.490
2.872654388820769,.04676829401004828,1.177995095595283,11.20,20.7,.800,.393
2.419940241498828,.2579352735596325,4.586032731555094,12.20,23.28,.624,.206
3.097275628280604,.1471290786957168,4.204654176873365,11.30,37.89,,
3.120579966408825,.1812028556556648,1.852196315131243,10.41,43.01,.705,.315
2.328305054701612,.1825958151613142,5.131157123949582,12.6,,,
2.691799481061016,.1305525542274926,3.88956653359334,10.78,27.19,.770,.270
3.184367479414646,.04570744399637117,6.62875271037864,9.40,69.95,,
3.166900699897089,.05641843519190508,8.354115347581351,9.30,66.27,,
3.012225305434078,.09526644092276801,10.0636137724811,9.73,31.75,.823,.370
2.201019445091029,.1962347632625775,7.650268997216034,11.39,,.947,.594
2.214392011079184,.1275027717293527,3.727122088398134,11.60,12.92,,
2.359611665446299,.2197946209940905,21.50649459082463,12.49,,.693,.224
3.420265518907035,.06208532459838412,1.155830960192525,10.60,31.98,,
2.899423727274146,.08331748657568631,5.388644738216137,10.82,46.17,.840,.330
3.130407507586856,.270743145538296,25.21169335661243,8.83,116.73,.679,.356
2.545232878868398,.1328126957891959,14.02731738398288,11.90,18.05,,
3.026365100364977,.02439926821879381,10.01242270865482,10.42,31.52,.720,.370
2.603383845071485,.1915653007297259,9.484745156568245,10.30,45.83,,
2.641752766106854,.2944211375466156,1.533067961331049,11.70,21.08,,
2.689093216502022,.1193043856173771,13.37528401818635,10.20,24.73,,
3.190266661173807,.2691534583983464,11.7376974155469,10.40,29.39,,
2.902844443964108,.06615223644861999,1.034794244857119,11.0,,,
3.230480477445195,.077897956174724,21.42376279345448,10.10,37.86,,
3.068006300754013,.1140107171679133,15.79094688716289,9.40,39.27,.724,.424
1.933626327429975,.09469488951862075,17.90259710854219,12.25,,.731,.242
2.630795439596261,.3425799973253789,6.440908383167559,12.50,22.10,,
3.009548671719142,.1053262774767972,10.9679663221648,10.09,37.03,.776,.419
2.596868247315142,.1258763041950043,13.0684981012693,12.0,,,
3.182572986048579,.1257057068578393,7.075606176234809,9.10,79.17,,
2.427643653051205,.256315433848291,24.93007983580336,11.91,25.61,.681,.308
3.232561432118989,.09964652347788439,4.138315221100481,10.06,66.53,.604,
2.217905564593591,.2421615733293635,5.853577404912848,11.8,,,
2.996636954342492,.09715253753144223,3.885834687126904,10.67,,.639,.230
3.020881637336269,.1032277207689525,8.998007301219561,10.05,35.76,.797,.447
3.108640765122305,.1432987978414066,13.28384205817537,9.40,38.50,,
3.094776824262969,.07310302736337197,10.74068417392441,9.90,62.20,,
3.103484779373607,.1694197594035334,15.26582162720604,9.30,68.82,,
2.921209511878682,.230589020024435,16.52714223948933,9.70,39.12,,
2.2482211903585,.1978376480890968,4.343531878122483,11.9,,,
3.208974898690033,.04825144957745395,13.99018641171788,9.50,77.20,,
2.611280375516599,.1549029655557811,7.857535767608145,11.20,31.49,,
2.216510459849731,.1550894150416695,4.047289084092392,12.8,,,
2.547179733715058,.1568850029832633,6.161865137604741,11.8,,,
2.606468899530248,.2573413485574192,4.73865190241249,11.10,12.01,,
2.225172477057014,.1564525200106676,6.420562181878346,11.7,,,
2.925933937439879,.03292146489116101,7.786942885615801,10.67,24.65,.702,.223
3.126885166225028,.2184048363819286,3.042051969883291,11.2,,,
2.271732589430224,.1468613982254461,6.504063818950669,12.10,11.96,,
2.594019840932535,.2650099504297721,14.75253675857279,10.95,46.84,.700,.300
2.787139759085289,.04669883476927398,1.014685352410685,10.70,34.69,,
3.022936208139137,.07982679874855567,8.616709307418251,10.20,34.76,.780,.410
2.2299280016921,.1971919233546841,2.166763416922986,12.1,,,
2.683665070117029,.2777328367252294,7.214919952421036,10.6,,,
2.186026513178249,.1867864664471216,5.376931254083187,12.22,,.880,.510
2.665950138580788,.1154689623297598,4.539951064611562,10.20,50.64,,
2.564452435471007,.2561198640017939,8.983198161447048,11.00,25.28,,
2.424190152847108,.09738514645070885,4.316476798406534,10.74,23.69,.950,.350
3.148516253791164,.07097876196682885,13.99130635221129,11.3,,,
2.770592233622757,.1135165140451806,14.1371755643682,10.28,27.75,.916,
2.270704064130403,.164869787467152,4.276441614271465,13.9,9.5,,
3.185724774825392,.08473221182852203,2.102047189029694,10.3,,,
3.752523113671333,.09557047825078516,9.740623299649325,10.00,57.59,.706,.249
2.423566609618197,.1196741120897714,6.208001198667711,11.10,23.25,,
3.044635796905238,.2541954893665828,17.0644911198404,9.80,31.14,.690,.247
2.271347068633075,.2315004616127734,3.880458343218153,12.0,,,
3.015379661358329,.1122530541642594,10.8493780648235,10.15,33.23,.868,.444
2.898642918459942,.09337643393185857,11.75028412661393,10.57,55.57,.690,.250
2.191054343075387,.2040705884938026,2.38933238628762,12.7,,,
2.404652161413435,.2775780438237554,6.560150210271795,12.7,,,
2.426394924076807,.04102289755813733,5.081145736411379,11.30,15.69,,
2.196423135100585,.1603126064809312,3.335061968245645,12.1,,,
3.400773344480665,.07095275259378706,4.555338338035212,10.51,61.08,.658,.229
2.463792526850312,.1639912730185147,6.592494105196905,11.50,11.64,,
2.236836062295631,.04620537666576455,1.397770334826391,12.4,,,
3.183432588042581,.1437771593569821,9.54348217475331,10.0,,,
2.563197398953928,.113669420429574,14.83541978512802,10.80,19.06,,
2.379598498477562,.05919875071926329,13.0294963353985,11.55,29.98,.680,.360
2.559722604710446,.1188302584537942,14.96653139428021,11.1,,,
3.170127084195785,.08658135807558356,9.375848467714128,11.60,30.37,,
3.922190964195073,.1100789953741611,1.887614556163951,9.44,44.6,.761,.226
3.21752017768006,.04775634833771102,9.026028632087966,10.60,29.11,,
2.306154864250897,.1962513799216617,25.18787580640518,12.8,,,
3.126059754987037,.2129043788439715,12.80853172740693,10.30,48.82,,
2.53671479670801,.2080398315913909,18.92156515791258,8.80,28.74,,
3.407948335444692,.07601361332475154,5.723254354148274,9.85,63.12,.743,.196
2.552075672234787,.2179573376627846,12.73139785360199,12.53,10.61,.860,.470
2.31797598440288,.1545999716085648,4.049849379228811,13.0,,,
3.179756194508351,.1912515640463876,3.075736957403699,9.90,70.13,.678,.255
3.023012480454004,.1128261527058498,10.08968189019584,12.00,16.21,,
3.213643821745021,.06751980702950366,16.30994495524236,10.2,,,
2.692621461878052,.1415743119601714,6.647377884019637,10.90,30.65,,
3.350303663029351,.0312628504712892,15.0687348576242,9.30,91.98,.668,.244
2.681093918252835,.1833161040332087,6.947816193706017,11.81,19.09,,
2.617150895509674,.173138841710972,8.703981715398006,12.9,,,
3.985865997132132,.158155005245339,7.199089218309891,9.14,97,.682,.216
2.663949227522912,.1969614177984224,5.604766842682482,11.5,,,
2.25978752475903,.1170316457994775,9.388439273146348,11.30,14.26,,
2.38406666105652,.130535763794335,2.801026100982404,12.10,17.90,,
2.667659772718815,.07182299248247226,11.31119308169972,11.1,,,
2.237782603410352,.1052416152064601,5.701315746941066,12.09,,.923,.514
3.021001335700874,.104442312365244,10.73793719423078,9.20,35.56,.790,.430
2.641211220128447,.2212544377875647,10.716768436799,11.30,31.83,,
2.190452385890998,.1803512867713002,4.81797817920731,11.70,12.40,,
2.929452178346716,.116181593808178,9.867129538665765,10.00,55.88,,
2.431502442324216,.1313832950415872,3.16871698552439,12.40,17.45,,
2.893491446733349,.04904038956941709,18.47900412362392,10.60,42.09,,
2.365394441689445,.2582739841110294,23.90119500105213,12.92,,,
2.64664163290212,.1233047817784634,14.13442437252493,12.2,,,
2.912906218107189,.09360508242957737,10.87586120974482,10.20,55.39,,
2.256973538894985,.2016212031041229,7.196174155758616,13.7,,,
2.653376968910779,.1799072251826338,17.669246762516,10.26,29.17,,
2.885880938868703,.2301976343655527,12.98460774960956,10.00,47.50,.740,
3.018721065283884,.02747731255649618,8.790559505330556,10.36,31.25,.760,.330
3.070668833214357,.1043279852714943,4.588819265677433,10.50,39.52,,
2.69754627070243,.04114411617564868,7.006686376116829,11.40,34.86,,
3.991965794024983,.1661482978244396,3.335641397359967,10.60,54.93,,
2.888515234959005,.2465764132288845,5.958490056065768,11.20,35.18,,
2.534786711415159,.2739342723910704,8.862257505888071,13.6,,,
2.864696128305768,.05539234296260867,13.01561394123122,11.8,,,
3.023082168896626,.08556485924885082,10.36031001629593,11.00,22.93,,
3.168273607178216,.130458451250728,6.935113227361308,10.6,,,
3.009419956878642,.05939375148164292,11.27130661537635,9.91,33.65,.830,
2.926684602974559,.1609657980365155,12.76264653341708,10.60,38.24,,
3.953176902631263,.1918268169868933,7.589257304205547,9.54,82.13,.693,.215
3.13724740720254,.1279539649761667,13.07991535549363,10.80,33.20,,
2.709831113095851,.1189788364215521,9.835029450159878,10.90,35.29,,
2.578274760195514,.1311480569368645,15.92091129181065,11.14,,.900,.459
2.231875675612748,.180094666408985,7.602363190377059,13.49,,.903,
2.352341720564385,.1551055864373975,5.150142645652169,12.5,,,
2.262780630727516,.1093863159804312,3.157403125418932,12.9,,,
2.213398452625531,.1245542505367422,4.414138465850773,11.94,11.43,.913,.514
3.002908488818251,.07148019485679373,11.37500703222777,11.72,,,
2.79931995381303,.2470564566903202,19.6269834696065,10.30,20.84,,
2.870052853995679,.05741345091605036,2.54472489923556,10.58,,.840,.405
2.304069116991862,.1985799206495429,7.882299877775799,11.36,13.94,.929,.441
2.233077076127794,.07433690727280909,3.07488754998133,12.1,,,
2.582948377595027,.1114971162897622,9.846584175597798,11.10,16.39,,
3.230662409162283,.1888545171924749,16.38622634414429,10.10,41.82,,
2.769013581439826,.04076150463159183,3.283445816025146,11.5,,,
3.230882350583332,.1581404625725631,1.022047441294959,11.10,27.65,,
2.573279191997114,.1775982314803402,10.4959587217663,12.8,,,
2.668633747201654,.08689945739585606,11.48979424574111,11.60,22.52,,
3.182353173058257,.1334694994782922,10.35924854102031,10.20,33.13,,
2.55498239680451,.05645554759380182,5.607385459009892,11.30,33.50,,
3.014555142682108,.08857079381990524,8.517987542528918,11.50,25.70,,
2.430274717966614,.2424550574981203,13.16014615438481,11.93,22.34,.785,.383
2.61158678133076,.07815407400812993,9.735552491543782,10.70,39.81,.610,.250
2.665463660068963,.1417431573963056,12.15864162056268,11.90,19.96,,
2.659334220866558,.2343547548707409,1.662431458566626,12.50,15.94,,
2.87141801368039,.1708152496600361,10.15111472644279,9.70,58.85,,
3.186676811003737,.103634195244318,23.54737583317887,9.45,83.05,.750,.290
2.736022382745741,.190309215413808,10.17043724882211,10.10,47.70,,
3.096190045947335,.04623490288588716,13.28522407253976,9.68,70.07,,
2.343718638045911,.09827118161440611,8.695496581429703,11.30,30.95,,
2.896485816667564,.07993080779708589,2.888556293678382,9.89,26.84,.847,.474
2.620676246481003,.3077588910086076,16.05013610575955,10.90,18.11,,
3.130916072964635,.1739136468073042,1.777766669730346,10.52,35.97,.680,.290
2.720895790664591,.01466063959838453,9.144181781841807,9.7,,,
2.224259740821266,.07616443115866037,4.874331041150048,11.54,12.41,.883,.484
2.549893233244697,.2730280618848226,15.17587549418379,12.26,21.00,,
2.718850762858935,.1564247706555217,6.045653499451883,10.50,,.689,.233
2.695351030083992,.2069587799267433,33.84064734844566,10.89,17.39,.890,.425
3.16260213330774,.2119630279528892,1.347430647716278,11.5,26,,
3.140049199483145,.03464541170563867,7.073888449117172,10.80,45.48,,
3.143464470331119,.1732089190326133,8.547874990753956,10.20,32.52,,
3.889973579301738,.07758023211723127,4.174652339382314,9.66,69.22,.737,.239
2.487974091024939,.08252310776469503,3.921672424782935,11.5,,.630,.320
3.189853288163742,.03881227073790054,7.704782461297911,10.50,44.47,,
3.100663044625088,.1313760958036903,2.385447701632684,11.00,33.13,,
2.612994417930008,.03902028142396161,8.011589589800833,11.9,,,
3.138269132657546,.1778917666203327,2.426815673683056,11.00,31.28,,
3.001480415704589,.007724613349057252,13.14672828015913,10.25,51.49,.740,.380
2.665774731871589,.1877175666498739,29.26913208286202,10.50,49.29,.727,.321
2.868307130417938,.1545044370223177,24.97599534595911,9.10,74.74,,
3.023207766087781,.07614349262128839,9.511972086161368,11.0,,,
3.360723079122387,.04990421907530904,17.18048319764466,9.41,73.34,.732,.317
2.470329645316232,.1787098467044962,4.781008909848302,12.10,23.41,,
3.992727324190611,.1038524296059601,4.406315795914321,9.12,94.10,.663,.228
3.905958873507584,.1001975156219396,2.757501027687469,8.82,105.19,.775,.271
2.234699407036831,.2073050920312173,5.988693567283019,12.5,,,
3.141351210104651,.1210614257834557,6.679323630002263,10.60,44.33,,
2.783439538084557,.1529055829885398,8.421463630824782,12.8,,,
2.39384103356336,.1615180249015875,5.411271557599435,12.8,,,
2.229059252305296,.1125434172605372,4.39849751990798,11.82,,.895,.525
2.679269445695148,.1692053900628884,12.87808442806306,10.72,28.65,.698,.304
3.177792391220061,.09501359941420255,23.27521475691877,10.40,30.63,,
2.699056352107287,.2392484989181735,6.965727657862693,11.05,27.64,.730,.378
2.405276838089049,.2628645104639161,10.85394890627606,10.8,,,
2.369381968857346,.2117991043851321,5.726998697231446,12.51,,.760,
3.414253174732671,.050967871131041,6.459682566862027,10.33,50.83,.671,.360
2.555955247348608,.2079915962220998,7.445995455965749,11.60,21.65,,
3.114873316929948,.1253830906989086,18.04400804316726,10.00,53.07,,
3.181127857099183,.2214536398413571,8.908632914903253,10.30,26.87,,
2.645437983857664,.1710276909914954,10.87604406977518,10.24,36.81,.768,.353
2.990731966522109,.05397065332341415,5.693792956739488,10.60,40.83,,
3.026932293430819,.08751661586013064,9.729802314296871,10.88,,.850,.430
3.012446413333911,.06471291795857935,9.817840279176499,11.07,22.3,.850,.360
2.887037112539766,.06404796150265364,7.571871288280221,11.41,,.710,.300
2.8586905054304,.06307907691280479,1.616237949577332,10.73,25.62,.800,.380
2.366371925312102,.153126035670211,5.587984912486773,12.5,,,
3.018512595768406,.09134128100652023,9.099842433898978,10.33,26.78,.835,.395
2.542298726759164,.05831463766366123,2.150587128561841,11.3,,,
2.687289868036256,.2340778456338125,8.728868307419061,10.20,34.71,,
3.392144509566065,.1176319277959591,2.876472636145584,10.60,48.03,,
2.417057344919543,.1426662030462673,4.106937600615046,10.90,25.25,,
3.01914594409071,.0732758735526442,9.003783990903939,10.8,,,
3.126439585183962,.1505355785840089,5.489639502309101,10.70,40.04,,
2.802119542230503,.1901292367352614,7.872372277184007,11.4,,,
2.78118918778735,.007322398110543699,9.548424923098654,10.90,27.84,,
2.768058682868664,.2689771160496771,34.03674274905319,10.80,22.77,,
3.115156428900562,.1756550301987155,2.597101466900563,10.6,,,
3.229648237591493,.1058666178247382,19.49732924402208,9.00,85.45,,
3.196782401270893,.1162983033864572,18.99052113461347,8.60,42.94,,
3.010749998448125,.07581842620205767,2.318741109149022,10.65,,.700,
3.146360814421697,.09473995093371088,14.93974895950388,9.71,67.14,.853,.398
2.250614116735823,.09661298627727237,3.948328550151122,12.25,,.876,.550
2.908148258844318,.01363218617814028,5.571510197414282,10.80,43.16,,
3.204021894304011,.1513756508811403,10.28171305781583,10.20,57.15,,
2.427140685505199,.04342399276353514,2.831302559031327,12.20,14.06,,
3.093932618434505,.2165232760768827,21.90140466067669,10.80,36.28,,
2.655200938437103,.2086960823560557,12.53483795804383,11.8,,,
2.295305621859333,.174267347463721,5.241882751230283,12.68,11.31,.870,.460
3.206724244625045,.07769351699503467,7.071094995650296,9.80,63.50,,
3.198186802883684,.2383843032195326,20.5680614245496,9.91,,.724,.285
2.307492719472596,.2039974186134517,24.65938558964087,11.90,13.02,,
2.985640690390073,.2065919445351399,2.799731436025446,11.1,,,
2.987316563037455,.232327784771947,19.85313155681728,10.40,39.72,,
2.939534548644517,.1687761217723088,9.508971149914858,10.28,30.8,.830,.470
2.422217838017993,.2352548073161938,23.36147366116813,12.7,,.887,.321
3.227921995746044,.1482379496134581,18.78845338880799,9.90,58.44,,
2.185992006656897,.1631070724978688,4.518853096856652,12.7,,,
2.539996689004413,.2560105335947807,7.421885532550123,11.50,10.87,,
2.667328200299097,.2230023468785029,15.99470642058392,10.92,22.47,.785,.475
2.780174109056536,.1617394074919665,5.816669837503907,12.10,25.14,,
3.50214192875859,.135664547039204,5.767833754206581,10.31,57.11,.695,.210
2.616265468869125,.1733058657949658,14.47009038906136,10.90,,.873,.443
3.169671674903094,.07524928840689549,15.95703016986456,10.17,55.08,.670,.170
3.098384438898942,.1894865960431278,3.100359486665798,10.14,32.08,.640,.350
3.067909758232373,.1271606499372034,2.452626782907307,10.20,44.10,,
2.632221373038845,.1339600618181119,14.64498578679326,11.4,,,
2.914596086623016,.09463398889104023,11.45491993318931,11.30,29.82,,
2.240123302723233,.1543286314151948,2.545985290339963,12.9,,,
2.849796175486797,.06401885508106471,3.197436235022558,10.66,20.99,.810,.366
2.910818406755792,.09854825451120938,17.99408195176699,11.06,38.86,,
2.263726239666809,.1125381166546375,4.818564586528858,12.3,,,
3.022737867506732,.05824963652841979,8.693599292015435,10.81,22.96,.790,.425
3.184616661649109,.1316071840559973,.4173311599156448,11.10,25.87,,
2.741938090346169,.07924633440628039,13.08574187036168,10.58,27.49,.700,.262
2.288411791006788,.2036589438574303,20.92407320694409,11.35,18.00,.713,.301
2.568345788035082,.1141345447176193,6.036002249917036,11.10,24.41,,
2.247826120526673,.1201350338284801,5.658446872530824,12.8,,,
3.98866676087718,.183209593673991,11.39935490219564,9.73,71.82,.719,.286
2.627999061954728,.1788324964017631,13.84631004615018,11.25,,.840,
2.57093291295747,.06752571489154659,11.86549961846328,11.60,32.40,,
2.794180103832569,.1347790168579716,6.581466810199537,11.4,,,
3.012519895566286,.1572407552722729,10.06018998411235,10.2,,,
2.856027456352743,.09016280600718757,2.939213497657164,10.78,23.35,.854,.373
3.197813043469663,.06382205219640623,9.665947959138242,9.60,64.91,,
2.777509707840206,.06713288695999513,3.756712022666582,11.1,20.8,,
3.008871326177232,.09543394386176078,9.203467938637592,10.40,33.75,,
3.125861183420636,.216957779787319,5.956545306206619,11.30,48.75,,
1.853609075311888,.04470619730842516,22.82449985652519,13.05,,.713,.255
3.084232283503599,.04606713461179833,7.959414307040515,9.90,64.73,,
3.18258351514032,.1588848021729206,13.98425877759703,11.03,50.16,.726,
2.476160626053375,.1667261178698385,2.172413167878934,12.20,19.96,,
3.118774950967054,.06434414266721417,11.10181475702038,10.50,51.98,.710,.355
2.633352424929535,.2156959557500422,22.81398391559682,11.00,29.84,,
3.08207539560573,.1281322494940553,21.58500353006839,10.80,30.25,,
3.214974820034175,.3716505676556829,24.22551365266581,11.18,29.90,.720,.360
2.902832902922988,.06943343338385791,1.102367103026936,11.6,,,
3.010878392225036,.06914957204602806,11.49425768405396,10.6,,,
2.248735736793078,.123282834297949,5.07843583515487,11.7,,,
2.873787217471198,.142011361252158,9.47480544721731,10.45,27.55,.710,.180
2.343692904259075,.1316490116754834,22.49318728560808,13.0,,,
2.525433886700949,.06152450315715882,14.81681184499371,10.92,19.29,.860,.360
3.120990652299899,.2116598935687186,14.25290514676768,10.70,41.24,,
2.250400143413801,.1702109939632667,4.805209393465081,13.8,,,
3.20189112008211,.1171471915535038,16.42711960852511,11.4,,,
2.767203880248418,.1461459893953767,16.45592762526432,12.20,23.85,,
3.418799335813674,.3153055718309276,38.93757325341788,11.2,,,
2.446883464021696,.07040166662303297,5.82079953144838,11.6,,,
2.2272846684503,.2160453924171265,3.551534442779856,12.2,,,
2.261117288873796,.09286329954711889,6.024441126275501,13.1,,,
2.374726751563168,.1501976054063248,3.59069311488568,12.10,18.18,,
2.524446560271285,.09152073340392848,15.60379553606677,11.05,,.830,.440
3.151933423447756,.1013053134087797,10.4079021692257,11.6,,,
2.489008144030915,.1807429262262762,4.693646795507582,12.29,,.660,.340
2.220411908575374,.1317783121914159,1.561814801880617,12.2,,,
3.076936154995584,.1912619587081585,.05228422879594773,11.50,22.32,,
2.676009666426726,.1819456590401045,11.85246669580706,9.70,27.51,,
2.740862640786514,.1048545967577913,6.928402611282316,10.70,22.19,,
2.3649804740091,.2864202058533364,11.82151396958974,12.6,,,
2.258293318387079,.2083219576339196,5.531411953353325,12.9,,,
3.018638091528554,.0934123540800256,11.17866224709973,8.9,25.22,.860,.490
2.86495932978469,.01577648489534111,2.043635982100423,11.64,,.810,
3.443254016810236,.03241660157965173,19.91268876214146,9.40,101.58,.685,.189
2.547784330065779,.1641654547687111,7.593871521049437,12.07,,.897,.433
2.60900559766402,.2006058856362878,12.26091893243693,11.72,26.44,.757,.258
2.432877878782715,.1103707053742427,5.85030573626076,12.2,,,
2.438319257302648,.0767609502397992,2.671165245773766,12.5,,,
3.206422474810943,.05927817389157654,8.646269251652365,11.4,,,
2.247753955978403,.1656567613398632,4.493670701269544,12.00,10.95,,
2.682932494043802,.2539239759618109,3.511054375111451,11.47,,.690,.210
3.159504040265428,.10586606776571,11.82586275547267,10.1,29,,
2.215876458660016,.1661484008816163,6.510364420159416,13.8,,,
3.122190381921142,.2360011600110994,15.54689160102598,11.5,,,
2.22610532294207,.1801934528518697,7.290694515176963,12.25,,.880,.480
2.684971669570346,.1543514514893757,14.29728146706384,13.0,,,
2.722050920930252,.2903982764555716,10.14543621209728,10.60,32.80,,
2.251959782375264,.1457136567031991,7.033174108716059,12.30,12.18,,
2.695171201330911,.098182799204502,12.42074015737077,10.60,25.89,,
2.765570569547427,.2808048263800246,5.805774391862421,10.60,20.98,,
3.112896720190421,.09128139006010529,8.341165071149693,11.00,32.46,,
2.676689442417848,.05526432144475679,6.704185069850163,10.60,35.54,,
3.020991984318841,.1020681055102153,10.3490395174404,11.1,19.1,,
3.002719966677096,.05336403745394326,8.055543964040661,10.90,31.17,,
2.214646264101501,.1124633351967771,4.71732780583353,12.8,,,
3.020694799843508,.06309416653625981,10.22861766702537,10.90,21.45,,
2.785130150425333,.1604455667461434,8.85742485224077,12.40,17.24,,
2.223609718499578,.0862233650180684,3.42603974046868,12.19,14.47,.878,.475
3.018939894284651,.1034348564353636,10.04053798483843,10.40,28.95,.790,.410
2.971811704203814,.07646243207433943,8.272619252082825,10.8,,,
2.24148400901451,.2040252438060645,7.194242873844154,12.09,10.01,.921,.478
2.293160518634628,.1471392876752068,5.725098285076927,11.3,,,
2.748118985435664,.07598468552188421,3.489131974038502,11.5,,,
3.090833944799632,.08261136360763466,9.806692449598369,10.30,43.31,,
2.247578316924171,.1670161920378981,2.677003264221613,13.42,,.868,.519
2.860395025294575,.07808071455004854,2.905759405164047,10.50,26.14,,
3.189295101835227,.0622616613391026,9.175937269919537,9.50,70.75,,
2.611985887392516,.1000911445093453,12.97279355307221,11.30,14.94,,
2.579776830304458,.1616656473518338,9.062164944038896,10.80,15.44,,
2.74853621130274,.2118045356464878,9.345955374023967,10.70,37.56,,
2.810159698131764,.1377902222271582,17.32678980964314,10.90,56.63,,
2.553168444404418,.3360680431858435,7.749583497989946,12.5,,,
2.559278318214565,.198331973355073,3.288313707421866,12.8,,,
2.61942722131564,.1841647449348568,14.00929385103346,11.5,,,
2.380942219614926,.2270613367620455,8.277653131268305,11.7,,,
2.794807238397087,.1723966022300638,8.238333410003744,11.4,,,
3.020825306601124,.06345099549496092,10.8245772600292,10.43,29.65,.809,.404
2.643385362050207,.2508639060511674,4.037770683546992,12.80,17.61,,
3.144053160380593,.06568916795158278,13.89408338438416,10.30,62.90,,
3.157149372679866,.2375376886927936,2.041652555405546,11.4,,,
4.001075123326331,.1182815493836505,4.203888134560346,10.45,47.87,.750,.320
3.15294811382405,.1949750034304513,2.283715601946557,11.8,,,
2.632510224674189,.237176722151474,13.90773160761746,13.10,14.76,,
2.875441148293251,.07839814751796323,1.25476103762798,11.57,,.871,.437
2.939160493948072,.06278153752823902,1.928331334801963,11.4,,,
3.15335342354578,.1389986693725716,17.76315522487111,9.10,29.20,,
3.121064918812083,.1772490056558051,2.284982238217804,11.84,,.658,.332
2.245582544373707,.1017557162831612,5.255953400876378,12.7,,,
2.534386793970006,.04130532144418141,4.786680734339638,11.3,,,
2.372711417678615,.1845592461605786,5.819658953399651,12.60,20.65,,
2.223547160412859,.141477980542839,6.640868706049392,12.4,,,
2.611821586923731,.1722788341630078,4.864580523854515,11.90,14.88,,
2.203188484395405,.1174056254987678,5.10770514652289,12.6,,,
3.109559614359549,.2026598857841135,14.20608319160078,12.0,,,
1.896854570364743,.02819286285641086,23.67379732814368,12.83,7.23,.928,.532
2.365174590681025,.1427709920420105,5.090502623209211,12.8,,,
2.247230029071225,.1242076699029289,7.754805319364128,12.8,,,
3.215810684974656,.212360177129228,10.49923740628236,10.93,43.59,.690,.340
2.695267251412918,.1562701427716037,6.097783926539839,10.6,,,
2.626459775618931,.181297974716794,12.53723013779847,11.50,17.19,,
3.144323903966805,.2337776690816654,16.94211264711499,9.90,29.90,,
2.543375160204083,.1868975435693677,6.684940728942522,13.1,,,
3.125029811030292,.04487689557407173,15.3300947049492,10.01,32.94,.715,.210
3.147563763414734,.1089414596280447,.9676852505350578,10.80,25.82,,
3.156286295327542,.1886276312443882,7.297802042146468,10.60,44.48,,
3.003929606085578,.047522894173491,11.56693096964984,11.0,,,
3.02701713985313,.1788312924282139,9.924896051275793,11.6,,,
2.378216959425835,.1568909035565577,13.1379684703618,11.90,21.51,,
3.379346150134375,.1329898445221512,21.962781400975,8.57,,.743,.373
3.121944166308974,.06763738306608388,13.39961745149978,9.60,58.99,,
